Consulta de Precios y Stock,,,,,,
,,,,,,
Código,Producto,GENERAL,DEPOSITO,Proveedor,Unidad,Observaciones
1453493,BANDERIN FELIZ CUMPLE CARTON X 1U  NEGRO .,"2,000.00",-2.00,AICHINO HECTOR,UNIDAD,
1453493,BANDERIN FELIZ CUMPLE CARTON X 1U  CELESTE PASTEL .,"2,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453493,BANDERIN FELIZ CUMPLE CARTON X 1U  BLANCO .,"2,000.00",-1.00,AICHINO HECTOR,UNIDAD,
1453493,BANDERIN FELIZ CUMPLE CARTON X 1U  ROSA PASTEL .,"2,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453493,BANDERIN FELIZ CUMPLE CARTON X 1U  ROSA .,"2,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453500,BANDERIN FELIZ CUMPLE HOLOGRAFICO  - CELESTE PASTEL,"2,500.00",-3.00,COTILLON CASA ALBERTO,UNIDAD,
1453500,BANDERIN FELIZ CUMPLE HOLOGRAFICO  - NEGRO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453500,BANDERIN FELIZ CUMPLE HOLOGRAFICO  - ROSA PASTEL,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453500,BANDERIN FELIZ CUMPLE HOLOGRAFICO  - ROSA GOLD,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453500,BANDERIN FELIZ CUMPLE HOLOGRAFICO  - DORADO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453500,BANDERIN FELIZ CUMPLE HOLOGRAFICO  - AZUL,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453500,BANDERIN FELIZ CUMPLE HOLOGRAFICO  - ROSA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453500,BANDERIN FELIZ CUMPLE HOLOGRAFICO  - FUCSIA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453500,BANDERIN FELIZ CUMPLE HOLOGRAFICO  - CELESTE,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453500,BANDERIN FELIZ CUMPLE HOLOGRAFICO  - VERDE,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453502,BANDERIN FELIZ CUMPLE C/BRILLO O HOLOGRAFICO  JASPEADO CELESTE,"2,500.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1453502,BANDERIN FELIZ CUMPLE C/BRILLO O HOLOGRAFICO  JASPEADO ROJO,"2,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1453502,BANDERIN FELIZ CUMPLE C/BRILLO O HOLOGRAFICO  METALIZADO PLATEADO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453502,BANDERIN FELIZ CUMPLE C/BRILLO O HOLOGRAFICO  JASPEADO PLATEADO,"2,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1453502,BANDERIN FELIZ CUMPLE C/BRILLO O HOLOGRAFICO  C/BRILLO NEGRO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453502,BANDERIN FELIZ CUMPLE C/BRILLO O HOLOGRAFICO  C/BRILLO FUCSIA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453502,BANDERIN FELIZ CUMPLE C/BRILLO O HOLOGRAFICO  C/BRILLO DORADO,"2,500.00",-3.00,COTILLON CASA ALBERTO,UNIDAD,
1453502,BANDERIN FELIZ CUMPLE C/BRILLO O HOLOGRAFICO  C/BRILLO AZUL,"2,500.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1453502,BANDERIN FELIZ CUMPLE C/BRILLO O HOLOGRAFICO  C/BRILLO ROJO,"2,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1453502,BANDERIN FELIZ CUMPLE C/BRILLO O HOLOGRAFICO  C/BRILLO PLATEADO,"2,500.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1453511,CORTINAS HOLOFRAFICAS X 1  - DORADA,"3,000.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1453511,CORTINAS HOLOFRAFICAS X 1  - AZUL,"3,000.00",-6.00,COTILLON CASA ALBERTO,UNIDAD,
1453511,CORTINAS HOLOFRAFICAS X 1  - ROJO,"3,000.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1453518,ALFAJOR FANTOCHE CAJA X12U  - BLANCO,"14,600.00",0.00,,UNIDAD,
1453518,ALFAJOR FANTOCHE CAJA X12U  - NEGRO,"14,600.00",0.00,,UNIDAD,
1453522,ALFAJOR TUCABON X CAJA 45U  CHOCOLATE BLANCO,"14,800.00",0.00,CHIALVO S R L,UNIDAD,
1453522,ALFAJOR TUCABON X CAJA 45U  CHOCOLATE NEGRO,"14,800.00",0.00,CHIALVO S R L,UNIDAD,
1453522,ALFAJOR TUCABON X CAJA 45U  - DULCE DE LECHE,"14,800.00",0.00,CHIALVO S R L,UNIDAD,
1453523,ALFAJOR FULBITO X CAJA 40U  - MANI,"11,200.00",0.00,CHIALVO S R L,UNIDAD,
1453523,ALFAJOR FULBITO X CAJA 40U  - BLACK,"11,200.00",0.00,CHIALVO S R L,UNIDAD,
1453523,ALFAJOR FULBITO X CAJA 40U  - CHOCOLATE,"11,200.00",0.00,CHIALVO S R L,UNIDAD,
1453525,JUGUITOS PEPITO X18U CAJA  - MANZANA,"8,500.00",0.00,CHIALVO S R L,UNIDAD,
1453525,JUGUITOS PEPITO X18U CAJA  - MULTIFRUTA,"8,500.00",0.00,CHIALVO S R L,UNIDAD,
1453525,JUGUITOS PEPITO X18U CAJA  - DURAZNO,"8,500.00",0.00,CHIALVO S R L,UNIDAD,
1453531,DROPS/SPRINKLES PASTELAR VS MOTIVOS 25/35GS X 1  - MINI PERLAS DORADAS X 25GS,"3,000.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1453531,DROPS/SPRINKLES PASTELAR VS MOTIVOS 25/35GS X 1  - MAXI PERLAS DORADAS X 35GS,"3,000.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1453531,DROPS/SPRINKLES PASTELAR VS MOTIVOS 25/35GS X 1  - MAXI PERLAS ROSA X 35 GS,"3,000.00",-3.00,COTILLON CASA ALBERTO,UNIDAD,
1453531,DROPS/SPRINKLES PASTELAR VS MOTIVOS 25/35GS X 1  - MIX PERLAS VS COLORES X 30GS,"3,000.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1453531,DROPS/SPRINKLES PASTELAR VS MOTIVOS 25/35GS X 1  - OJITOS 30G,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453531,DROPS/SPRINKLES PASTELAR VS MOTIVOS 25/35GS X 1  - PARA BABYS 30GS,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453531,DROPS/SPRINKLES PASTELAR VS MOTIVOS 25/35GS X 1  - FUTBOL 30 GS,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453543,VINCHA PLAST. RESORTE X 4 VS MODELOS MOLDINPLAST  - ESTRELLAS,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453543,VINCHA PLAST. RESORTE X 4 VS MODELOS MOLDINPLAST  - CARITA,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453543,VINCHA PLAST. RESORTE X 4 VS MODELOS MOLDINPLAST  - MARIPOSA,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453543,VINCHA PLAST. RESORTE X 4 VS MODELOS MOLDINPLAST  - HORMIGA,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453543,VINCHA PLAST. RESORTE X 4 VS MODELOS MOLDINPLAST  - SEXY,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453543,VINCHA PLAST. RESORTE X 4 VS MODELOS MOLDINPLAST  - CHOPP,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453543,VINCHA PLAST. RESORTE X 4 VS MODELOS MOLDINPLAST  - CORAZON,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453543,VINCHA PLAST. RESORTE X 4 VS MODELOS MOLDINPLAST  - VAQUITA,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453543,VINCHA PLAST. RESORTE X 4 VS MODELOS MOLDINPLAST  - ABEJA,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453547,"GLOBOS CROMO 12"" GLOBOX REFLEX X 10U  - AZUL","3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453547,"GLOBOS CROMO 12"" GLOBOX REFLEX X 10U  - PLATA","3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453547,"GLOBOS CROMO 12"" GLOBOX REFLEX X 10U  - FUCSIA","3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453547,"GLOBOS CROMO 12"" GLOBOX REFLEX X 10U  - DORADO","3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453547,"GLOBOS CROMO 12"" GLOBOX REFLEX X 10U  - ROSA GOLD","3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453549,PLACA/MOLDES PARPEN X 2U BLISTER VS MOTIVOS  - MINI CANDY,"9,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453549,PLACA/MOLDES PARPEN X 2U BLISTER VS MOTIVOS  - ESFERAS,"9,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453549,PLACA/MOLDES PARPEN X 2U BLISTER VS MOTIVOS  - CONEJOS,"9,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453550,MOLDE SILICONA BOMBONES/CHUPETIN MARRON VS MOTIVOS  - CHUPETIN ESPIRAL,"4,500.00",0.00,AICHINO HECTOR,UNIDAD,
1453550,MOLDE SILICONA BOMBONES/CHUPETIN MARRON VS MOTIVOS  - CORAZON PARTIDO,"4,500.00",0.00,AICHINO HECTOR,UNIDAD,
1453550,MOLDE SILICONA BOMBONES/CHUPETIN MARRON VS MOTIVOS  - CHUPETIN CORAZON DOBLE,"4,500.00",0.00,AICHINO HECTOR,UNIDAD,
1453550,MOLDE SILICONA BOMBONES/CHUPETIN MARRON VS MOTIVOS  - FLOR ROSA,"4,500.00",0.00,AICHINO HECTOR,UNIDAD,
1453550,MOLDE SILICONA BOMBONES/CHUPETIN MARRON VS MOTIVOS  - CHUPETIN GALLETA,"4,500.00",0.00,AICHINO HECTOR,UNIDAD,
1453550,MOLDE SILICONA BOMBONES/CHUPETIN MARRON VS MOTIVOS  - LEGOS,"4,500.00",0.00,AICHINO HECTOR,UNIDAD,
1453550,MOLDE SILICONA BOMBONES/CHUPETIN MARRON VS MOTIVOS  - CUADRADO PROFUNDO,"4,500.00",0.00,AICHINO HECTOR,UNIDAD,
1453551,GLASE PARA DECORAR LISTO X 1  - AZUL,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453551,GLASE PARA DECORAR LISTO X 1  - ROJO,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453551,GLASE PARA DECORAR LISTO X 1  - AMARILLA,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453551,GLASE PARA DECORAR LISTO X 1  - BLANCO,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453551,GLASE PARA DECORAR LISTO X 1  - NEGRO,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453552,VELAS LAQUEADAS 15CM X 10 U  - DORADO,"3,500.00",0.00,AICHINO HECTOR,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - FUCSIA,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - VIOLETA,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - NARANJA,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - VERDE CLAROI,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - ROJO,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - AZUL,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - DORADO,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - CELESTE,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - PLATA,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - BLANCO,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - ROSA,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453609,CINTA BALLOU 12MM X 50MT  - VERDE,"3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453638,SET DE GLOBOS FELIZ CUMPLEAÑOS CURSIVA PAPEL  - FUCSIA,"3,500.00",0.00,,UNIDAD,
1453638,SET DE GLOBOS FELIZ CUMPLEAÑOS CURSIVA PAPEL  - ROSA,"3,500.00",0.00,,UNIDAD,
1453659,CAJA DE ETIQUETAS AVERY C/HOJA  3015 16.7 X 24.7 MM,250.00,0.00,COMERCIAL SUMA SRL,UNIDAD,
1453659,CAJA DE ETIQUETAS AVERY C/HOJA  3024 19.8 X 33.7 MM,250.00,0.00,COMERCIAL SUMA SRL,UNIDAD,
145367,BUCANERAS RAYADAS  NEGRAS AMARILLAS,"5,500.00",0.00,,UNIDAD,
145367,BUCANERAS RAYADAS  BLANCO AZUL,"5,500.00",0.00,,UNIDAD,
1453671,"GLOBOS LUNARES CANDELA 12"" X12U  - ROJO","3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453671,"GLOBOS LUNARES CANDELA 12"" X12U  - NEGRO","3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453671,"GLOBOS LUNARES CANDELA 12"" X12U  - VERDE","3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453671,"GLOBOS LUNARES CANDELA 12"" X12U  - VIOLETA","3,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453672,VASO 180CC FLEXIBLE COLOR X15 U  - ROJO,"5,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453672,VASO 180CC FLEXIBLE COLOR X15 U  - AZUL,"5,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453672,VASO 180CC FLEXIBLE COLOR X15 U  - NEGRO,"5,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453672,VASO 180CC FLEXIBLE COLOR X15 U  - MAGENTA,"5,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453672,VASO 180CC FLEXIBLE COLOR X15 U  - CELESTE PASTEL,"5,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - CELESTE,"2,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - NEGRO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - AMARILLO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - VERDE MANZANA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - FUCSIA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - BLANCO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - PLATA,"2,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - LILA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - AZUL,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - ROJO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453681,CINTA RIBBONETTE 10MM X 50 MT LISA  - DORADO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453682,CINTA BALLOU 20 MM X 25 MT LISA  - ROJO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453682,CINTA BALLOU 20 MM X 25 MT LISA  - ROSA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453682,CINTA BALLOU 20 MM X 25 MT LISA  - NEGRO,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453683,BOLSA PAPEL CON MANIJA 14X20 X 1 U  - FUCSIA,700.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
1453683,BOLSA PAPEL CON MANIJA 14X20 X 1 U  - VIOLETA,700.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
1453715,BANDERIN BABY SHOWER G.M  - CELESTE,"3,500.00",-1.00,,UNIDAD,
1453715,BANDERIN BABY SHOWER G.M  - ROSA,"3,500.00",0.00,,UNIDAD,
1453717,SERVILLETA COLOR COUNTRY X 40 U  - AZUL,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453717,SERVILLETA COLOR COUNTRY X 40 U  - ROSA,"3,000.00",-1.00,AICHINO HECTOR,UNIDAD,
1453717,SERVILLETA COLOR COUNTRY X 40 U  - ROJO,"3,000.00",0.00,AICHINO HECTOR,UNIDAD,
1453718,SERVILLETA COLOR NAPTRES X 20U  - ACUAMARINA,"1,800.00",0.00,AICHINO HECTOR,UNIDAD,
1453718,SERVILLETA COLOR NAPTRES X 20U  - NEGRO,"1,800.00",0.00,AICHINO HECTOR,UNIDAD,
1453718,SERVILLETA COLOR NAPTRES X 20U  - CELESTE,"1,800.00",0.00,AICHINO HECTOR,UNIDAD,
1453718,SERVILLETA COLOR NAPTRES X 20U  - AMARILLO,"1,800.00",0.00,AICHINO HECTOR,UNIDAD,
1453718,SERVILLETA COLOR NAPTRES X 20U  - AZUL,"1,800.00",0.00,AICHINO HECTOR,UNIDAD,
1453718,SERVILLETA COLOR NAPTRES X 20U  - BEIGE,"1,800.00",0.00,AICHINO HECTOR,UNIDAD,
1453728,BOMBON OBLI-BON X30 U  - CLASICO,"8,200.00",-2.00,CHIALVO S R L,UNIDAD,
1453728,BOMBON OBLI-BON X30 U  - BLANCO,"8,200.00",0.00,CHIALVO S R L,UNIDAD,
145373,TRENZA LARGA DE COLOR  - VARIOS,"4,500.00",0.00,,UNIDAD,
145373,TRENZA LARGA DE COLOR  - VERDE,"4,500.00",0.00,,UNIDAD,
1453744,MASTICABLE TAPONAZO 290/300 GR  SABOR FRUTAL,"1,400.00",-17.00,CHIALVO S R L,UNIDAD,
1453744,MASTICABLE TAPONAZO 290/300 GR  SABOR YOGURT,"1,400.00",-4.00,CHIALVO S R L,UNIDAD,
1453772,SET VELA ESTRELLA X 3 PARTY  - PLATEADA,"2,200.00",0.00,FER,UNIDAD,
1453772,SET VELA ESTRELLA X 3 PARTY  - DORADO,"2,200.00",-2.00,FER,UNIDAD,
1453774,GOMITAS DOCILE 250 GR  - MORAS,"3,200.00",-7.00,CHIALVO S R L,UNIDAD,
1453774,GOMITAS DOCILE 250 GR  - SANDIA ACIDA,"3,200.00",0.00,CHIALVO S R L,UNIDAD,
1453774,GOMITAS DOCILE 250 GR  - DIENTES,"3,200.00",0.00,CHIALVO S R L,UNIDAD,
1453774,GOMITAS DOCILE 250 GR  - MINI BESITOS,"3,200.00",-1.00,CHIALVO S R L,UNIDAD,
1453774,GOMITAS DOCILE 250 GR  - BANANITAS,"3,200.00",0.00,CHIALVO S R L,UNIDAD,
1453774,GOMITAS DOCILE 250 GR  -. FIESTA,"3,200.00",-1.00,CHIALVO S R L,UNIDAD,
1453774,GOMITAS DOCILE 250 GR  - CORAZON,"3,200.00",0.00,CHIALVO S R L,UNIDAD,
1453775,ALFAJOR SUPER TRIPLE FANTOCHE X12  - RED VELVET,"13,700.00",0.00,CHIALVO S R L,UNIDAD,
1453775,ALFAJOR SUPER TRIPLE FANTOCHE X12  - DULCE DE LECHE,"13,700.00",0.00,CHIALVO S R L,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" BLANCO","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" VERDE HOJA","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" VERDE","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" GRIS PERLA","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" TURQUESA INTENSO","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" VERDE OLIVA","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" PURPURA","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" ROSA PALO","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" MOSTAZA","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" CORAL","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" ROSA","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" AZUL OSCURO","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" VIOLETA","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" NARANJA","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" AZUL FRANCIA","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453787,"GLOBOS LISOS 12"" GLOBOX X 50U STANDARD  12"" MAIZ","9,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453789,BANDERIN FELIZ ANIVERSARIO G.M X 1U  - DORADO/BLANCO,"3,500.00",0.00,AICHINO HECTOR,UNIDAD,
1453789,BANDERIN FELIZ ANIVERSARIO G.M X 1U  - DORADO/NEGRO,"3,500.00",0.00,AICHINO HECTOR,UNIDAD,
1453812,PELUCA AFRO ARGENTINA  - -,"8,500.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
1453812,PELUCA AFRO ARGENTINA  - PARTY STORE,"8,500.00",-1.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
1453816,BANDERIN GIGANTE LISO FELIZ CUMPLE  - VIOLETA,"3,000.00",-2.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
1453816,BANDERIN GIGANTE LISO FELIZ CUMPLE  - VERDE,"3,000.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
1453816,BANDERIN GIGANTE LISO FELIZ CUMPLE  - BLANCO,"3,000.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
1453854,PAÑUELO CELESTE - BLANCO PATRIO CROSTI X 1U  - BLANCO,"2,500.00",-5.00,COTILLON CASA ALBERTO,UNIDAD,
1453854,PAÑUELO CELESTE - BLANCO PATRIO CROSTI X 1U  - CELESTE,"2,500.00",-26.00,COTILLON CASA ALBERTO,UNIDAD,
1453856,MANTILLA DAMA ANTIGUA  - BLANCO,"2,500.00",-5.00,COTILLON CASA ALBERTO,UNIDAD,
1453856,MANTILLA DAMA ANTIGUA  - NEGRO,"2,500.00",-5.00,COTILLON CASA ALBERTO,UNIDAD,
1453857,PELOTITAS DE TELGOPOR PARA DECORACION  - ROSA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453857,PELOTITAS DE TELGOPOR PARA DECORACION  - TURQUESA,"2,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453859,SORBETES FLEXIBLES FLUOR X80  - FUCSIA,"3,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453859,SORBETES FLEXIBLES FLUOR X80  - NARANJA,"3,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453859,SORBETES FLEXIBLES FLUOR X80  - VERDE,"3,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453860,SORBETES FLEXIBLES PASTEL X 80  - AMARILLO,"4,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453860,SORBETES FLEXIBLES PASTEL X 80  - CELESTE,"4,200.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1453860,SORBETES FLEXIBLES PASTEL X 80  - ROSA,"4,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453860,SORBETES FLEXIBLES PASTEL X 80  - LILA,"4,200.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453861,BOMBACHA GAUCHO CROSTI  - T3,"7,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453861,BOMBACHA GAUCHO CROSTI  - T2,"7,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453862,DISFRAZ DAMA ANTIGUA M/LARGA DELUXE  - T1,"43,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453862,DISFRAZ DAMA ANTIGUA M/LARGA DELUXE  - T3,"43,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453863,PECHERAS PLASTICAS  - GRANADERO,"4,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453863,PECHERAS PLASTICAS  - REALISTA,"4,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453908,TAPITAS ALFAJOR FANTOCHE X 350 G CAJA X 12 PAQ  - MARMOLADA,"27,500.00",0.00,,UNIDAD,
1453908,TAPITAS ALFAJOR FANTOCHE X 350 G CAJA X 12 PAQ  - COCO,"27,500.00",0.00,,UNIDAD,
1453927,CAJA CHOCOLATE CHOCOLATIN GEORGALOS 40U  - CON LECHE,"19,000.00",0.00,HYH,UNIDAD,
1453927,CAJA CHOCOLATE CHOCOLATIN GEORGALOS 40U  - BLANCO,"19,000.00",0.00,HYH,UNIDAD,
1453947,DISFRAZ CABALLERO CANDELA T.2 /T.3 X 1U  T.2 -,"29,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
1453947,DISFRAZ CABALLERO CANDELA T.2 /T.3 X 1U  T.3 -,"29,000.00",-2.00,COTILLON CASA ALBERTO,UNIDAD,
1453949,DISFRAZ COYA NENA ECHYZOS X 1U T.2 / T.3  T.2 VERDE CON AZUL POLLERA Y PONCHO,"25,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
