Consulta de Precios y Stock,,,,,,
,,,,,,
Código,Producto,GENERAL,DEPOSITO,Proveedor,Unidad,Observaciones
14335,PLATO PLAST. PARA TORTA REPOSTERO 25 CM.,"2,900.00",0.00,,UNIDAD,
14336,PLATO PLAST. PARA TORTA REPOSTERO 27 CM.,"3,200.00",0.00,,UNIDAD,
14337,ESPATULA GLASE 22CM,"1,500.00",0.00,,UNIDAD,
14338,CORTANTE 4U COPPER,"4,000.00",0.00,,UNIDAD,
14339,MARCADOR ANIMALES ZOO PLAST COOPER X10,"6,200.00",0.00,,UNIDAD,
1434,ESPATULA DE COCINA CON MANGO MADERA,"6,900.00",-1.00,"SOUVELUZ, JAVIER",UNIDAD,
14340,MARCADOR DE HOJAS GRANDES COOPER,"4,300.00",0.00,,UNIDAD,
14341,CORTANTE PLAST. FLORES (AMALI),"3,000.00",0.00,,UNIDAD,
14342,MARCADOR HOJAS GDES. X6,"4,300.00",0.00,,UNIDAD,
14343,RASQUETA GRANDE COOPER,"4,100.00",-1.00,"HEMY, MIRIAM ESTHER",UNIDAD,
14345,RASQUETA CHICA COOPER,"1,500.00",0.00,,UNIDAD,
14346,RASQUETA FLEXIBLE DE ACETATO,990.00,-1.00,,UNIDAD,
14347,PINCEL DE SILICONA C/MANGO DE MADERA,"3,000.00",-2.00,,UNIDAD,
14348,RODILLO MARCADOR CON 3 MODELOS,"8,500.00",0.00,,UNIDAD,
14349,JERINGA PARA CARNE,"8,500.00",0.00,,UNIDAD,
1435,ESPATULA COCINA CON MANGO DE MADERA,"6,500.00",0.00,"SOUVELUZ, JAVIER",UNIDAD,
14350,RODILLO CORTADOR FROLA/MASA (COOPER),"11,000.00",0.00,,UNIDAD,
14351,EYECTOR PLASTICO COOPER,"13,000.00",0.00,,UNIDAD,
14352,PINCHES CON PERLAS DORADAS,"3,900.00",0.00,,UNIDAD,
14353,CUCURUCHOS DE PAPEL X12,900.00,0.00,,UNIDAD,
14354,PINCEL DE MADERA,"1,700.00",0.00,,UNIDAD,
14355,PINCEL DE MADERA CHICO,700.00,0.00,,UNIDAD,
14356,SET PARA BORDES PERFECTOS DESIGN 16CM X 2,"6,500.00",0.00,,UNIDAD,
14357,CUCHARA DE MADERA 35CM,"4,500.00",0.00,,UNIDAD,
14358,MOLDE DE SILICONA ARCOIRIS,"3,600.00",0.00,,UNIDAD,
14359,MOLDE DE SILICONA DESIERTO,"5,500.00",0.00,,UNIDAD,
1436,CHURRERAS METAL,"3,500.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
14360,MOLDE DE SILICONA TABLETA DE CHOCOLATE,"4,900.00",0.00,,UNIDAD,
14361,MOLDE DE SILICONA ARCOIRIS/NUBECITAS,"3,900.00",0.00,,UNIDAD,
14362,MOLDE DE SILICONA HOJA NAVIDAD,"5,400.00",0.00,,UNIDAD,
14363,MOLDE DE SILICONA ABEJITAS N°276,"8,500.00",0.00,,UNIDAD,
14364,MOLDE DE SILICONA GUITARRA Y VIOLIN,"2,500.00",0.00,,UNIDAD,
14365,MOLDE DE SILICONA ANIMALES DE MAR,"3,900.00",0.00,,UNIDAD,
14366,MOLDE DE SILICONA PAJARITOS,"1,800.00",0.00,,UNIDAD,
14367,MOLDE DE SILICONA CABEZA,"3,500.00",0.00,,UNIDAD,
14368,MOLDE DE SILICONA COPOS DE NIEVE,"4,200.00",0.00,,UNIDAD,
14369,MOLDE DE SILICONA ALAS DE ANGEL,"4,500.00",0.00,,UNIDAD,
1437,PLACA DE SILICONA MARCADORA,"5,900.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
14370,MOLDE DE SILICONA VARITAS MAGICAS,"2,800.00",0.00,,UNIDAD,
14371,MOLDE DE SILICONA BABY SHOWER,"2,900.00",0.00,,UNIDAD,
14372,MOLDE DE SILICONA UNICORNIO X2,"5,500.00",0.00,,UNIDAD,
14373,MOLDE DE SILICONA CORONA,"3,500.00",0.00,,UNIDAD,
14376,REGLA ALISADOR P/TORTA,"4,000.00",0.00,,UNIDAD,
14377,MOLDE SILICONA BOMBON CUADRADO,"3,900.00",0.00,,UNIDAD,
14378,MOLDE SILICONA BOMBON MUSICAL X1,"3,600.00",0.00,,UNIDAD,
1438,STENCIL ACETATO,990.00,0.00,"SOUVELUZ, JAVIER",UNIDAD,
14380,TULIPAS DE PAPEL PARA CUPCAKES,"6,000.00",0.00,,UNIDAD,
14381,SOPLETES RECARGABLE,"7,500.00",-1.00,,UNIDAD,
14385,ESTECA METALICA RULETERO COOPER,"3,700.00",0.00,,UNIDAD,
14386,ESTECA METALICA PARAGUITA,"4,300.00",0.00,,UNIDAD,
14387,ESTECA METALICA AGUJA P/COOKIES,"7,000.00",0.00,,UNIDAD,
14388,BOLAS ESPEJADAS N°3 X12,"7,000.00",0.00,,UNIDAD,
14389,TERMOMETRO DIGITAL,"4,500.00",0.00,,UNIDAD,
1439,PLACA SILICONA P/MICROONDAS 30,"3,500.00",0.00,,UNIDAD,
14390,TERMOMETRO DIGITAL PARA COCINA,"6,900.00",0.00,,UNIDAD,
14391,CUCHILLOS PLASTICOS X 4 UNID (COOPER) NARANJA,"3,500.00",0.00,,UNIDAD,
14395,PULPA DE FRUTILLA TARRO 9.2 KG MENDOCOR,"60,500.00",0.00,BYC,UNIDAD,
144,GLOBOS DE PAPEL,0.00,-140.00,,UNIDAD,
1440,GLOBOS DE PAPEL,0.00,-2.00,,UNIDAD,
14420,SET DE GLOBO CORAZON-ESTRELLA X10,"4,500.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
14422,SET DE GLOBO FELIZ CUMPLEAÑOS,"3,000.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
1445,SET TORTA GLOBO DE PAPEL,"1,600.00",0.00,,UNIDAD,
1445106,GORROS COWBOY LUJO C/STRASS,"46,500.00",0.00,,UNIDAD,
1449,SET FELIZ CUMPLEAÑOS,"18,900.00",0.00,,UNIDAD,
145,COTILLON,0.00,-202.00,,UNIDAD,
145-01279,CAÑON LANZA PAPEL PETALOS ROSAS 40 CM,"4,500.00",0.00,AICHINO HECTOR,UNIDAD,
145-35770,CAÑON LANZA PAPEL PLATEADO 40 CM,"4,500.00",0.00,,UNIDAD,
145-35772,CAÑON LANZA PAPEL MULTICOLOR 40 CM,"4,500.00",0.00,AICHINO HECTOR,UNIDAD,
145037,PIÑATA PELOTA FUTBOL X 1U JANE,"15,000.00",0.00,JANETH,UNIDAD,
1451,STICKER REVELACION DE GENERO X10,"4,000.00",0.00,,UNIDAD,
14510,ESPUMA LOCA X1,"3,000.00",596.00,,UNIDAD,
145101,GORRAS C/LENTEJUELAS,"7,900.00",0.00,,UNIDAD,
145102,GORRAS LUJO C/PIEDRAS,"15,900.00",0.00,,UNIDAD,
145103,PILUSOS C/PIEDRAS,"38,500.00",0.00,,UNIDAD,
145104,GORRAS CAPITAN C/LENTEJUELAS,"18,000.00",0.00,,UNIDAD,
145105,SOMBREROS BRUJA JASPEADO BORDO,0.00,0.00,,UNIDAD,
145106,GALERON TRIANGULOS METALIZADO,"14,900.00",0.00,,UNIDAD,
145107,GORRAS BLANCAS BRIDE,"12,000.00",0.00,,UNIDAD,
145108,GORRAS DE NOVIA LUJO BLANCA,"39,900.00",0.00,,UNIDAD,
145109,VINCHAS C/FLORES Y PLUMAS BLANCA C/LUZ,"25,900.00",0.00,,UNIDAD,
14511,ESPUMA LOCA X2,"5,500.00",298.00,,UNIDAD,
145111,TURBANTE C/PLUMAS LUJO,"22,500.00",0.00,,UNIDAD,
145112,SOMBRERO MEXICANO RAFIA,"19,500.00",0.00,,UNIDAD,
145113,SOMBRERO MEXICANO RAFIA MULTICOLOR,"9,500.00",0.00,,UNIDAD,
145114,SOMBRERO RAFIA ESPANTAPAJAROS,"5,500.00",0.00,,UNIDAD,
145115,GORRO C/LENTEJUELAS Y LUZ,"9,500.00",0.00,,UNIDAD,
145116,GORRO FUNYI BLANCO C/STRASS Y FLOR NEGRA,"11,500.00",0.00,,UNIDAD,
145117,SOMBRERO VAQUERO TORNAZOL C/LED,"18,500.00",0.00,,UNIDAD,
145119,GALERON TELA FLUOR NARANJA C/MOÑO Y TUL,"8,400.00",0.00,,UNIDAD,
14512,ESPUMA LOCA X12,"29,000.00",49.00,,UNIDAD,
145121,SOMBRERO COWBOY TORNAZOL C/FLECOS,"12,000.00",0.00,,UNIDAD,
145122,SOMBRERO COWBOY LUREX,"13,500.00",0.00,,UNIDAD,
1451228,MARIPOSA ADHESIVA ESTAMPADA DOBLE X6,"2,500.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145124,PANAMEÑO C/CINTA NEGRA,"9,600.00",0.00,,UNIDAD,
145127,SOMBRERO PIRATA PLASTICO NEGRO,"1,900.00",0.00,,UNIDAD,
145128,SOMBRERO PIRATA CUERO MARRON,"8,000.00",0.00,,UNIDAD,
145129,SOMBRERO PIRATA GAMUZA C/TIRA,"6,900.00",-1.00,,UNIDAD,
14513,PINTA PELO X1,"3,000.00",-12.00,,UNIDAD,
145130,GORRO FARAON,"12,500.00",0.00,,UNIDAD,
145132,GALERON ANIMAL PRINT DE PAÑO,"12,000.00",0.00,,UNIDAD,
145133,VINCHAS BRIDE METAL PLATEADA,"6,500.00",0.00,,UNIDAD,
145134,GALERA TELA PLATEADA C/ FAJA VIOLETA,"7,900.00",0.00,,UNIDAD,
145135,GALERA ANIMAL PRINT VIOLETA,"5,900.00",0.00,,UNIDAD,
145136,CORONA COMPARSA C/PLUMAS,"9,900.00",0.00,,UNIDAD,
145137,GALERA CUERO VACA,"5,500.00",0.00,,UNIDAD,
145138,SOMBRERO BRUJA PLASTICO C/PELO,"1,500.00",0.00,,UNIDAD,
145139,GORROS SUBLIMADO,"9,800.00",0.00,,UNIDAD,
14514,PINTA PELO X2,"5,000.00",-6.00,,UNIDAD,
145140,SOMBRERO BRUJA FLUOR,"5,000.00",0.00,,UNIDAD,
145141,SOMBRERO BRUJA TELA ESTAMPADO,"4,500.00",0.00,,UNIDAD,
145143,SOMBRERO DE BRUJA CON CAPA,"13,000.00",0.00,,UNIDAD,
145144,SOMBRERO BRUJA DE TUL NARANJA,"3,500.00",-1.00,,UNIDAD,
145146,MEDIAS BUCANERAS BLANCA,"6,500.00",0.00,,UNIDAD,
145147,ALAS DE ANGEL BLANCA TELA,"3,900.00",0.00,,UNIDAD,
145150,SOMBRERO COWBOY C/PIEDRAS COLGANTES,"22,500.00",0.00,,UNIDAD,
145151,SOMBRERO COWBOY C/RAFIA Y TIRITA,"5,900.00",0.00,,UNIDAD,
145155,SOMBRERO MOSQUETERO LUJO,"9,900.00",0.00,,UNIDAD,
145156,SOMBRERO CAPELINA LUJO,"8,900.00",0.00,,UNIDAD,
145157,SOMBRERO SHERIFF PLASTICO FELPA,"3,000.00",0.00,,UNIDAD,
145159,GORRO MARINERO,"5,900.00",0.00,,UNIDAD,
14516,ROCIO BRUMA X1,"3,000.00",0.00,,UNIDAD,
145160,GORRO CORONA PANA C/DORADO,"12,000.00",0.00,,UNIDAD,
145161,GORRA TELA MAO C/LENTEJUELAS,"6,500.00",0.00,,UNIDAD,
145162,VICERA RIGIDA C/ESTRELLAS,"2,900.00",0.00,,UNIDAD,
145164,SOMBRERO FUNJI RAFIA C/FAJA ROSA,"2,700.00",0.00,,UNIDAD,
145165,SOMBRERO FUNJI C/LENTEJUELAS,"6,500.00",0.00,,UNIDAD,
145166,GORROS FLUOR TELA GALERITA X1,"2,200.00",0.00,,UNIDAD,
145167,GORROS FLUOR TELA GALERITA X5,"9,400.00",0.00,,UNIDAD,
145168,GORROS TELA JERSEY TELA FLUOR X1,"2,500.00",0.00,,UNIDAD,
145169,GORROS TELA JERSEY TELA FLUOR X5,"10,500.00",0.00,,UNIDAD,
14517,ROCIO BRUMA X2,"4,800.00",0.00,,UNIDAD,
145170,GORRA ANIMAL PRINT,"3,900.00",0.00,,UNIDAD,
145172,CASCO BOMBERO ROJO,"1,200.00",0.00,,UNIDAD,
145174,CASO CONSTRUCTOR PLASTICO AMARILLO,800.00,0.00,,UNIDAD,
145176,GORRA TELA MILITAR CAMUFLADO,"4,500.00",0.00,,UNIDAD,
145177,CASCO SOLDADO PLASTICO,"2,200.00",0.00,,UNIDAD,
145178,GORRA POLICIA PLASTICO,"1,200.00",0.00,,UNIDAD,
145179,BOINAS BONDEADO CON VISERA,"3,900.00",0.00,,UNIDAD,
14518,ROCIO BRUMA X12,"27,000.00",0.00,,UNIDAD,
145180,SET MOÑO C/GORRO AMARILLO,"2,990.00",0.00,,UNIDAD,
145181,GORRA POLICIA TAFETA,"2,500.00",0.00,,UNIDAD,
145182,GORRO GALERA ALTA PANA NEGRO,"5,500.00",-3.00,,UNIDAD,
145184,GORRO INDIANO JONES,"1,100.00",0.00,,UNIDAD,
145185,GALERA TELA LUJO PAÑO NEGRO,"5,500.00",0.00,,UNIDAD,
145186,BOMBIN CHAPLIN PANA LUJO NEGRO,"4,500.00",0.00,,UNIDAD,
145188,GALERA CHICA C/FAJA,700.00,-2.00,,UNIDAD,
145189,SOMBRERO PLASTICO GUAPO NEGRO,700.00,0.00,,UNIDAD,
14519,SPRAY REFEREE,"1,200.00",0.00,,UNIDAD,
145190,SOMBRERO GAUCHO PLASTICO,"1,000.00",0.00,,UNIDAD,
145191,SET POLICIA,"7,900.00",0.00,,UNIDAD,
145192,SABLE CON FUNDA PLASTICO,"4,800.00",0.00,,UNIDAD,
145195,SOMBRERO FISELINA CHEF,"2,000.00",0.00,,UNIDAD,
145196,GORRO FISELINA ENFERMERA,"2,500.00",0.00,,UNIDAD,
145197,SOMBRERO HALLOWEN C/ SANGRE,"5,500.00",0.00,,UNIDAD,
145198,BOINA GAUCHO NEGRO PAÑO X 1U,"4,000.00",-22.00,PICULLI,UNIDAD,
145199,GORRO HINDU,"2,200.00",0.00,,UNIDAD,
145200,GORRO DUENDE PAÑO,"5,900.00",0.00,,UNIDAD,
1452016,VINCHAS NOVIA C/FLORES Y BELO BLANCA,"7,000.00",-1.00,,UNIDAD,
145202,CASCO ROMANO PLASTICO,"4,500.00",0.00,,UNIDAD,
145203,ESCUDO PLASTICO ROMANO,"3,900.00",0.00,,UNIDAD,
145204,VINCHAS VARIOS MODELOS C/STRAS,"4,400.00",0.00,,UNIDAD,
145205,VINCHAS ME RECIBI CON BRILLO Y PERLAS,"4,900.00",0.00,,UNIDAD,
145206,VINCHAS EGRESADA CON BRILLO Y PERLAS,"4,900.00",0.00,,UNIDAD,
145207,VINCHAS PROFESIONES CON BRILLO Y PERLAS,"4,900.00",0.00,,UNIDAD,
145208,VINCHAS ME RECIBI C/STRAS,"4,400.00",0.00,,UNIDAD,
145209,VINCHAS GATITA ENCAJE,"4,900.00",0.00,,UNIDAD,
145211,VINCHAS CONEJA ENCAJE,"5,000.00",0.00,,UNIDAD,
145214,VINCHAS RECIEN CASADA BLANCA,"5,500.00",0.00,,UNIDAD,
145215,VINCHAS NOVIA C/TUL,"4,800.00",0.00,,UNIDAD,
145217,COLLAR HAWIANO C/LUZ BLANCA,"8,000.00",0.00,,UNIDAD,
145220,ALAS DE ANGEL C/PLUMAS BLANCAS,"11,500.00",0.00,,UNIDAD,
145250,GARRAFA DE HELIO GLOBOX P/30 GLOBOS,"55,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
145251,INFLADOR ELECTRICO 2 PICOS,"40,000.00",0.00,COTILLON CASA ALBERTO,UNIDAD,
145258,VINCHA MINNIE LUXE C/LUZ,"2,400.00",0.00,,UNIDAD,
145259,VINCHA CONEJO PELUCHE C/ MOÑO Y LUZ,"3,900.00",0.00,,UNIDAD,
145261,VINCHA CONEJO PELUCHE C/LUZ,"3,000.00",0.00,,UNIDAD,
145262,VINCHA GATITA LUMINOSA,"4,200.00",0.00,,UNIDAD,
145263,VINCHA PRIMAVERA C/LUZ,"3,000.00",0.00,,UNIDAD,
145275,BOTELLA LED,"1,500.00",0.00,,UNIDAD,
145276,VINCHA GATO C/LUZ,"1,900.00",0.00,,UNIDAD,
145277,VINCHA DIABLA C/LUZ,"2,000.00",0.00,,UNIDAD,
145279,ESPADA LED C/SONIDO,"4,500.00",0.00,,UNIDAD,
145280,ESPADA LED CHICA,"4,000.00",0.00,,UNIDAD,
145281,VARITA MAGICA C/LUZ,"3,800.00",0.00,,UNIDAD,
145284,TUTU C/LUZ,"6,800.00",0.00,,UNIDAD,
145285,VINCHA C/FLORES Y TUL,"3,500.00",0.00,,UNIDAD,
145286,VINCHA FLORES COLORES C/LUZ,"3,500.00",0.00,,UNIDAD,
145288,AGITADOR BATIDOR P/TRAGO LED X4,700.00,0.00,,UNIDAD,
145289,PELOTA C/VARA LED,"2,000.00",0.00,,UNIDAD,
145290,VARITA GLOW LED,700.00,0.00,,UNIDAD,
145294,MANOPLA PLASTICA,"2,000.00",0.00,,UNIDAD,
145298,ROMPE COCOS X1,"2,200.00",0.00,,UNIDAD,
145299,ROMPE COCOS X10,"18,000.00",0.00,,UNIDAD,
145307,CORONA DE LUJO C/PIEDRAS Y GEMAS,"35,000.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145308,CORONA TIARA METAL GRANDE C/PERLAS,"5,000.00",-1.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145309,SOMBRERO GORRO PANAMEÑO,"4,500.00",-1.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145310,BOMBUCHAS PARTY TIME X1,"2,000.00",0.00,,UNIDAD,
145311,BOMBUCHAS PARTY TIME X2,"3,000.00",0.00,,UNIDAD,
145321,PISTOLA DE SILICONA PROFECIONAL GRANDE,"25,900.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145322,PISTOLA DE SILICONA CHICA C/TECLA,"12,900.00",0.00,,UNIDAD,
145323,GUIRNALDA DE HOJAS X/TIRA 2.30M,"1,500.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145324,LUCES DE ALAMBRE X 3M,"1,600.00",-4.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145326,MARIPOSAS ADHESIVA GIBREADA DOBLE X 6 U,"3,500.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145327,MARIPOSA ADHESIVA ESTAMPA HOLOG. DOBLE X6,"2,500.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145329,MARIPOSAS ADHESIVA METALIZADA CALADA X 12U,"2,200.00",-1.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145330,LENTEJUELAS CHICAS 2G C/FORMA,400.00,0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145332,SOMBRERO BOMBIN FLUOR X12,"10,500.00",-1.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145333,COLLAR HAWAIANO DE TELA MULTICOLOR X1,"2,000.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145334,COLLAR HAWAIANO DE TELA MULTICOLOR X10,"15,000.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145335,CORONA PLASTICA C/GEMAS PLATEADA,"2,500.00",0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145336,VINCHA PLASTIA LISA FLUOR,350.00,0.00,IMPORTADORA LOW COST S. R. L.,UNIDAD,
145340,GUANTES DE RED CORTOS FLUOR,"2,000.00",0.00,,UNIDAD,
1453405,VINCHA MEDUZA TORNAZOLADA,"8,900.00",0.00,,UNIDAD,
1453406,BOCADITOS SURTIDOS BEL X 20 UNID,"4,800.00",0.00,,UNIDAD,
1453409,PASTA CARMELA X 500 GR NEGRA,"4,700.00",0.00,,UNIDAD,
1453413,PAPEL PICADO BOLSITA RONDI,"1,000.00",-12.00,AICHINO HECTOR,UNIDAD,
1453414,VASO 330CC NATURAL X 50,"4,300.00",0.00,VASA,UNIDAD,
1453415,VASO 500 CC. NATURAL X 50,"7,800.00",0.00,,UNIDAD,
1453416,VASO 500 CC. NATURAL X 100,"13,500.00",0.00,,UNIDAD,
1453417,VASO AMERICANO 590CC X 1,350.00,-10.00,COTILLON CASA ALBERTO,UNIDAD,
1453421,VASO POLIPAPEL 240CC VS COLORES X 8,"2,000.00",0.00,,UNIDAD,
1453423,ADORNO TORTA CASAMIENTO GOMA EVA (LILI) X 1,"4,800.00",0.00,,UNIDAD,
1453425,ADORNO PINCHE UNICORNIO GDE GOMA EVA C/BRILLO (LILI) X 1,"3,800.00",0.00,LILI,UNIDAD,
1453429,BANDEJA TELGOPOR 30 CM(2CM GROSOR) X 1 U,650.00,0.00,,UNIDAD,
1453430,BANDEJA TELGOPOR 30 CM(2CM GROSOR) X 5 U,"3,000.00",0.00,,UNIDAD,
1453431,BANDEJA TELGOPOR RECTANG. 25X35CM (2CM GROSOR) X 1U,500.00,0.00,,UNIDAD,
1453432,BANDEJA TELGOPOR RECTANG. 25X35CM (2CM GROSOR) X 5 U,"2,000.00",0.00,,UNIDAD,
1453433,MALVAVISCO OJO CAJA X 100 UNID.,"18,000.00",0.00,,UNIDAD,
1453434,OJOS GOMITA BLANDA X 30 UNID.,"10,900.00",0.00,,UNIDAD,
1453435,GOMITAS BLANDAS KUROMI X 30 UNID,"10,900.00",0.00,,UNIDAD,
1453436,MALVAVISCOS TRENZA INDIVIDUAL X 60 UNID.,"22,000.00",0.00,,UNIDAD,
1453437,CARAMELOS BLANDOS AFA X 30 UNID,"12,000.00",0.00,,UNIDAD,
1453438,FRATACHO CHICO X2 COOPER,"5,000.00",0.00,,UNIDAD,
1453439,BATIDOR DE ALAMBRE COOPER 30CM,"6,500.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
145344,VINCHA CHARLESTON DELUXE NEGRA,"7,900.00",0.00,,UNIDAD,
1453440,FRATACHO GRANDE L COOPER,"6,700.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453441,MANGA N°1 C/16 PICOS HEMMY,"7,500.00",-1.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453442,MANGA PROFESIONAL SOLDADA N° 40 HEMMY,"3,000.00",-1.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453443,MANGA PROFESIONAL SOLDADA N° 50 HEMMY,"3,400.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453444,MANGA PROFESIONAL SOLDADA N° 60 HEMMY,"3,900.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453445,MANGA SOLDADA N° 3 HEMMY X 1,"2,500.00",-1.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453446,CAJA DESAYUNO CORAZON C/VISOR BLANCA (18X18X6.5CM) X 1,"1,200.00",0.00,,UNIDAD,
1453447,PASTA RELLENO MICKY MANI MAPSA 450G,"6,000.00",-1.00,SAPORE,UNIDAD,
1453448,PASTA RELLENO MICKY PISTACHO MAPSA 450G,"10,900.00",-1.00,SAPORE,UNIDAD,
1453449,PASTA RELLENO MICKY TIRAMISU MAPSA 450G,"4,600.00",-1.00,SAPORE,UNIDAD,
145345,VINCHA CHARLESTON PAVO REAL,"7,500.00",0.00,,UNIDAD,
1453453,VASO TRAGO LARGO CRISTAL X10 280CC,"4,900.00",0.00,VASA,UNIDAD,
1453454,BOLSA ARRANQUE RINDE IGUAL 15X20 B/D TRANSP X 1,"3,000.00",0.00,VASA,UNIDAD,
1453455,CARTERITA JELLY CUP X20,"5,500.00",0.00,,UNIDAD,
1453457,HILO DE ALGODON CHICO X 40 GS X 1,500.00,-15.00,VASA,UNIDAD,
1453458,BOMBONES SELECCION ARCOR (CAJA AZUL),"12,500.00",0.00,ARCOR PAROLLA,UNIDAD,
1453459,MOLDE BUDIN PAPEL 250GS C/FLEJE X 1,300.00,0.00,VASA,UNIDAD,
145346,VINCHA GOLD EGIPCIA,"8,500.00",0.00,,UNIDAD,
1453460,CUCHARA MADERA CHICA X 50 U,"2,000.00",0.00,VASA,UNIDAD,
1453461,SCRAPER ACERO 15X10 COOPER,"5,200.00",-3.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453462,MOLDE BUDIN PAPEL 250GS C/FLEJE X 10,"2,500.00",0.00,,UNIDAD,
1453463,SCRAPER ACERO 24X12 COOPER X1,"7,200.00",-1.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453464,RASQUETA ACERO 12CM COOPER,"6,600.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453465,RASQUETA ACERO 16CM COOPER C/AGARRE X1,"7,500.00",-1.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453466,RASQUETA ACERO 20CM COOPER C/AGARRE X1,"8,500.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453467,ARO MICROPERFORADO CUADRADO N° 6 X 4CM ALTO COOPER,"5,500.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453468,ARO MICROPERFORADO CUADRADO N° 19 X 4CM ALTO COOPER,"10,500.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453469,ARO MICROPERFORADO REDONDO N° 6 X 4CM ALTO COOPER,"5,500.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453470,ARO MICROPERFORADO REDONDO N° 10 X 4CM ALTO COOPER,"6,300.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453471,ARO MICROPERFORADO REDONDO N° 14 X 4CM ALTO COOPER,"7,500.00",-1.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453472,ARO MICROPERFORADO REDONDO N° 19 X 4CM ALTO COOPER,"9,500.00",-2.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453473,JARRA MEDIDORA 1 LT YESI,"4,500.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453474,POSATORTA GIRATORIO BASE BAJA 30CM COOPER,"13,900.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453475,POSATORTA FIJA ALTA 22 CM COOPER X 1,"12,000.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453476,REGLA PARA CHOCOLATE C/DISEÑO X 1 UNIDAD COOPER,"2,500.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453477,REGLA PARA CHOCOLATE C/DISEÑO X 4 UNIDAD BLISTER COOPER,"8,300.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453478,ADAPTADOR GIGANTE X 1,"3,600.00",-2.00,"HEMY, MIRIAM ESTHER",UNIDAD,
1453479,ESTECA N°1/N°2 X 14U COOPER BLISTER,"7,300.00",0.00,"HEMY, MIRIAM ESTHER",UNIDAD,
145348,ANTIFAZ CLASICO FLUOR X12,"8,000.00",0.00,,UNIDAD,
1453480,COLORANTE GEL 1 A 1 X 1 UND,"2,700.00",-7.00,,UNIDAD,
1453482,VELA FINITAS C/GLITTER ROSA-CELESTE X 12,"3,500.00",0.00,,UNIDAD,
1453487,TAPITAS ALFAJOR FACHITAS 200G,"1,800.00",-7.00,COTILLON CASA ALBERTO,UNIDAD,
145349,MEDIAS BUCANERAS FLUOR,"6,500.00",0.00,,UNIDAD,
1453496,BANDERIN FELIZ CUMPLE CUADRILLE MARGARITA G.M X 1,"2,500.00",-1.00,COTILLON CASA ALBERTO,UNIDAD,
1453497,BANDERIN FELIZ CUMPLE KRAFT G.M X 1,"2,500.00",0.00,,UNIDAD,
145350,MEDIAS BUCANERAS NEGRAS C/MOÑO,"5,500.00",-1.00,,UNIDAD,
1453508,GRANAS PLATEADAS,"7,000.00",0.00,COTILLON CASA ALBERTO,KG,
1453509,GRANAS DORADAS,"16,000.00",0.00,COTILLON CASA ALBERTO,KG,
145351,AROS STRASS VIA LACTEA,"4,000.00",0.00,,UNIDAD,
1453510,BARRITA SILICONA FINA 8MM X 1,300.00,0.00,COTILLON CASA ALBERTO,UNIDAD,
